2025-06-19 14:41:08,Collision Detected
2025-07-10 15:42:55,Collision Detected
2025-07-11 11:30:45,Collision Detected
2025-07-13 22:05:43,Collision Detected
2025-07-13 22:06:49,Collision Detected
2025-07-15 14:00:56,Collision Detected
2025-07-15 14:03:10,Collision Detected
2025-07-15 16:28:25,Collision Detected
2025-07-31 10:08:16,Collision Detected
2025-07-31 10:09:33,Collision Detected
2025-08-18 15:02:35,Collision Detected
2025-08-18 15:03:40,Collision Detected
2025-08-18 15:07:11,Collision Detected
2025-08-21 15:00:26,Collision Detected
2025-08-21 15:01:23,Collision Detected
2025-08-21 15:08:20,Collision Detected
2025-08-21 15:17:33,Collision Detected
2025-08-21 15:20:03,Collision Detected
2025-08-23 15:26:11,Collision Detected,cam_1,Main Street Junction,11.0168,76.9558,static/captured_frame.jpg
2025-08-23 15:27:11,Collision Detected,cam_1,Main Street Junction,11.0168,76.9558,static/captured_frame.jpg
2025-08-23 15:31:41,Collision Detected,cam_1,Main Street Junction,11.0168,76.9558,static/captured_frame.jpg
2025-08-29 12:12:48,Collision Detected,cam_1,Main Street Junction,11.0168,76.9558,static/captured_frame.jpg
2025-08-29 12:19:02,Collision Detected,cam_1,Main Street Junction,11.0168,76.9558,static/captured_frame.jpg
2025-09-15 13:32:20,Collision Detected,cam_1,Main Street Junction,11.0168,76.9558,static/captured_frame.jpg
2025-09-17 11:27:20,Collision Detected,cam_1,Main Street Junction,11.0168,76.9558,static/captured_frame.jpg
2025-09-17 11:27:31,Collision Detected,cam_1,Main Street Junction,11.0168,76.9558,static/captured_frame.jpg
2025-09-19 11:13:56,Collision Detected,cam_1,Main Street Junction,11.0168,76.9558,static/captured_frame.jpg
2025-09-19 11:47:02,Collision Detected,cam_1,Main Street Junction,11.0168,76.9558,static/captured_frame.jpg
2025-09-19 11:47:36,Collision Detected,cam_1,Main Street Junction,11.0168,76.9558,static/captured_frame.jpg
2025-09-19 12:14:44,Collision Detected,cam_1,Main Street Junction,11.0168,76.9558,static/captured_frame.jpg
2025-09-19 12:18:31,Collision Detected,cam_1,Main Street Junction,11.0168,76.9558,static/captured_frame.jpg
2025-09-19 12:22:44,Collision Detected,cam_1,Main Street Junction,11.0168,76.9558,static/captured_frame.jpg
2025-09-19 12:53:47,Collision Detected,cam_1,Main Street Junction,11.0168,76.9558,static/captured_frame.jpg
2025-09-19 12:54:26,Collision Detected,cam_1,Main Street Junction,11.0168,76.9558,static/captured_frame.jpg
2025-09-19 12:55:42,Collision Detected,cam_1,Main Street Junction,11.0168,76.9558,static/captured_frame.jpg
2025-10-06 14:18:48,Collision Detected,cam_1,Main Street Junction,11.0168,76.9558,static/captured_frame.jpg
2025-10-06 14:31:53,Collision Detected,cam_1,Main Street Junction,11.0168,76.9558,static/captured_frame.jpg
2025-11-17 12:41:05,Collision Detected,cam_1,Main Street Junction,11.0168,76.9558,static/captured_frame.jpg
2025-12-02 11:51:59,Collision Detected,cam_1,Main Street Junction,11.0168,76.9558,static/captured_frame.jpg
